Inches,ScreenResolution,Cpu,Ram,Weight,TouchScreen,HDD,SSD,SSHD,FStorage,2 in 1 Convertible,Gaming,Netbook,Notebook,Ultrabook,Workstation,Android,Chrome OS,Linux,Mac OS X,No OS,Windows 10,Windows 10 S,Windows 7,macOS,LaptopPrice
15.6,4,15,8,2.5,0,0,256,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,74448
15.6,1,14,8,2.2,0,0,128,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,51832
17.3,4,16,8,2.1,0,1000,128,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,100760
17.3,4,16,8,2.69,0,1000,128,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,78232
15.6,4,15,8,2.56,0,0,256,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,77352
13.9,4,16,8,1.38,1,0,256,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,94952
15.6,4,16,8,2.2,0,2000,128,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,86680
15.6,1,15,8,2.04,1,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,49192
17.3,4,16,16,3.6,0,0,256,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,263912
13.3,4,15,4,1.49,0,500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,59400
13.3,11,15,8,1.37,0,0,512,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,179520
15.6,4,16,8,2.08,1,1000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,72072
17.3,4,16,16,4.3,0,1000,256,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,158312
15.6,1,5,4,1.68,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,41272
13.9,4,16,8,1.37,1,0,512,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,162712
17.3,4,14,4,3.0,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,61776
13.3,4,15,8,1.41,0,0,256,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,83512
15.6,1,3,8,1.91,0,0,128,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,39239
17.3,4,16,16,2.9,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,93192
17.3,4,16,16,4.14,0,1000,512,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,219912
15.6,4,16,8,2.0,1,0,512,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,149512
17.3,4,16,8,2.8,0,1000,128,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,100496
15.6,4,14,4,2.2,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,39072
15.6,4,15,4,2.1,0,500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,63536
15.6,4,15,4,2.18,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,57816
15.6,4,15,8,2.24,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,49720
15.6,4,15,8,2.67,1,0,256,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,70312
13.3,4,16,8,1.1,1,0,1000,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,131912
15.6,4,15,4,2.2,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,41096
17.3,4,16,8,2.5,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,89584
15.6,4,16,8,2.05,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,77440
13.3,11,15,8,1.37,0,0,512,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,172383
17.3,4,8,16,3.2,0,1000,256,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,136312
15.6,4,16,8,2.14,0,0,256,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,64686
14.0,9,16,16,1.36,1,0,512,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,219912
15.6,1,16,8,2.2,0,500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,71456
15.6,1,16,12,2.3,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,62750
17.3,4,16,8,2.8,0,1000,128,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,96712
15.6,4,16,8,2.2,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,65560
17.3,3,14,4,2.8,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,43032
17.3,4,16,8,2.8,0,2000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,74712
17.3,3,16,6,2.8,0,1000,128,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,75592
15.6,4,14,4,2.25,0,1000,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,37664
15.6,4,15,8,2.5,0,0,256,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,72952
15.6,4,15,6,2.2,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,50952
15.6,4,16,8,3.0,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,83688
15.6,4,16,12,2.15,1,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,57992
15.6,4,16,8,1.95,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,96536
15.6,4,15,8,1.7,0,0,256,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,85976
15.6,4,16,16,2.5,0,1000,256,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,103752
15.6,4,16,8,2.2,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,57993
15.6,1,10,2,2.19,0,0,16,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,17512
17.3,4,16,8,3.0,0,1000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,104456
17.3,3,14,8,2.54,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,43032
15.6,4,16,8,2.0,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,160952
15.6,4,15,8,2.05,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,65032
15.6,4,16,8,3.2,0,1000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,114312
15.6,4,16,8,2.5,0,0,256,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,86152
17.3,4,16,16,3.42,0,0,256,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,253868
15.6,4,0,6,2.4,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,43912
15.6,4,16,16,1.63,0,0,512,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,129184
14.0,1,14,4,1.3,0,0,128,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,44792
17.3,4,16,16,2.9,0,1000,256,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,186736
17.3,3,15,6,2.8,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,57112
15.6,1,15,8,2.2,0,2000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,48312
15.6,4,16,8,2.5,0,1000,128,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,111320
15.6,1,12,4,2.2,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,31679
13.3,4,16,16,1.28,1,0,256,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,173800
15.6,4,16,8,2.2,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,91784
15.6,4,15,8,2.3,0,1000,128,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,72072
15.6,4,14,4,1.86,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,41272
13.3,4,15,8,1.1,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,87912
13.3,14,16,16,1.21,1,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,219912
15.6,4,16,16,2.8,0,1000,256,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,184712
15.6,4,4,8,2.23,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,41272
11.6,1,10,2,1.1,1,0,0,0,32,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24200
15.6,4,15,8,2.33,0,1000,128,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,74272
13.3,14,16,16,1.29,1,0,1000,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,215512
13.3,1,10,4,1.45,0,0,0,0,16,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,40471
14.0,4,15,8,1.95,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,86240
11.6,1,12,4,1.4,0,0,0,0,128,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,42680
14.0,4,16,8,1.48,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,113696
17.3,3,15,4,2.79,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,51832
14.0,4,16,8,2.0,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,96272
15.6,1,16,8,2.1,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,79376
15.6,1,1,8,2.2,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,57992
14.0,1,10,4,1.44,0,0,0,0,32,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,25696
15.6,1,15,6,2.23,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,48312
15.6,4,16,8,1.7,0,0,256,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,92391
12.5,4,16,8,1.26,0,0,256,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,117480
15.6,14,16,32,2.06,1,0,1000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,232232
17.3,4,16,8,2.7,0,1000,256,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,105512
15.6,4,15,8,2.0,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,82984
14.0,4,16,8,2.0,0,1000,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,117392
15.6,4,14,4,1.85,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,39512
15.6,4,16,8,2.5,0,0,256,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,87912
14.0,4,15,8,1.48,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,111584
15.6,4,15,8,1.9,0,1000,128,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,92312
15.6,4,15,8,1.84,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,100672
15.6,1,10,4,2.0,0,1000,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,24199
15.6,4,15,8,2.0,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,100562
15.6,1,10,4,2.2,0,500,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,24191
15.6,4,1,12,2.2,0,2000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,79112
15.6,4,14,8,2.1,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,63008
13.9,14,16,16,1.4,1,0,512,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,184712
13.3,4,16,8,1.2,0,0,256,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,138952
15.6,4,16,16,2.4,0,2000,256,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,99352
14.0,1,10,2,1.44,0,0,0,0,32,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,24552
15.6,4,16,16,1.88,0,0,768,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,141500
11.6,1,10,4,1.5,1,0,0,0,32,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,33000
15.6,4,15,8,1.9,0,1000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,58344
15.6,14,16,16,2.06,1,0,512,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,178413
15.6,4,16,8,1.84,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,114752
17.3,4,16,8,2.7,0,1000,128,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,123992
15.6,4,16,8,2.6,0,0,256,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,152968
15.6,4,16,16,2.4,0,0,512,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,123464
15.6,4,16,8,2.02,0,2000,128,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,85439
15.6,1,10,4,2.2,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,28335
15.6,4,15,8,2.65,0,1000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,87912
15.6,1,15,8,2.36,1,2000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,49049
14.0,4,15,8,1.36,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,125576
15.6,1,14,4,1.86,0,500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,38632
14.0,4,15,8,2.0,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,83160
17.3,3,15,6,2.8,0,1000,128,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,63272
15.6,4,15,8,1.86,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,56232
15.6,1,14,8,2.2,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,43912
15.6,1,12,8,2.04,0,2000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,34232
17.3,4,15,8,2.8,0,1000,128,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,95480
15.6,4,15,8,2.4,0,1000,128,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,71192
15.6,4,16,8,2.33,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,79112
14.0,4,16,8,1.36,0,0,256,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,154000
15.6,4,16,12,2.26,1,2000,512,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,96712
15.6,1,5,4,2.1,0,0,128,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,37488
17.3,4,8,16,3.25,0,1000,256,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,193512
17.3,3,4,4,2.6,0,0,128,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,43032
13.3,4,16,8,1.62,1,0,256,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,76473
15.6,4,5,4,1.91,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,43031
11.6,1,10,4,1.59,0,0,128,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,48664
15.6,1,10,4,1.8,0,500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,27192
14.0,1,10,4,1.5,0,0,0,0,32,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,25168
15.6,4,16,8,2.4,0,1000,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,74448
17.3,4,16,8,3.35,0,1000,128,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,104808
15.6,4,14,4,1.85,0,0,128,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,35508
15.6,4,16,8,2.3,0,1000,128,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,145640
14.0,4,15,8,1.5,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,96712
13.3,4,16,16,1.1,1,0,512,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,153903
14.0,9,16,8,1.13,0,0,512,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,200816
13.3,4,14,4,1.5,0,0,128,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,48312
15.6,4,15,8,2.23,0,500,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,120472
15.6,4,16,8,2.0,0,0,256,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,187880
14.0,9,16,16,1.42,1,0,512,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,220792
17.3,4,16,8,3.0,0,1000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,91432
17.3,4,16,16,3.0,0,1000,256,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,140008
15.6,1,15,12,2.2,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,61071
17.3,4,16,8,2.7,0,0,256,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,118712
15.6,4,16,8,2.33,0,0,256,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,68541
15.6,4,5,4,1.91,0,0,256,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,43912
15.6,4,16,8,2.1,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,108201
14.0,4,15,8,1.9,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,82544
15.6,14,16,8,1.78,1,0,256,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,238656
14.0,9,16,16,1.13,0,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,231000
15.6,1,10,4,2.2,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,26928
17.3,4,16,16,2.9,0,1000,256,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,134552
15.6,4,15,8,2.1,0,1000,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,100716
15.6,4,16,8,2.5,0,0,256,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,77352
17.3,4,16,16,2.8,0,1000,256,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,197912
14.0,4,16,8,1.1,0,0,512,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,164824
13.3,4,16,16,1.2,0,0,512,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,153736
14.0,4,16,8,1.36,0,0,512,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,147840
15.6,4,14,4,2.2,0,500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,35992
11.6,1,10,2,1.15,0,0,0,0,32,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,26792
15.6,4,16,8,2.67,0,0,512,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,169400
14.0,9,16,8,1.7,0,0,512,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,170984
15.6,4,14,4,2.1,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,41272
13.3,4,16,8,1.6,1,0,256,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,69433
13.3,4,15,8,1.27,1,0,256,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,81664
15.6,4,15,4,2.3,0,0,256,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,52703
13.3,1,14,4,1.65,0,0,128,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,60632
14.0,4,16,8,1.43,0,0,256,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,132000
15.6,1,15,8,2.14,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,47516
14.0,4,16,8,1.75,0,0,256,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,106953
15.6,14,16,16,2.0,1,0,512,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,167112
15.6,4,16,8,2.31,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,125576
15.6,4,14,8,2.3,0,1000,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,52536
17.3,9,16,16,4.42,0,1000,256,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,246312
15.6,4,16,8,2.62,0,1000,128,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,101992
15.6,4,16,8,2.02,0,2000,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,100531
14.0,4,16,8,1.6,0,0,256,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,96712
17.3,4,16,12,3.35,0,1000,256,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,175912
11.6,4,10,4,1.16,1,0,32,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,26312
11.6,1,10,4,1.15,0,0,0,0,16,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,23672
13.3,4,16,8,1.4,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,88880
14.0,4,14,4,1.7,0,0,128,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,52712
15.6,14,16,16,2.3,0,0,512,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,215160
15.6,4,16,16,2.5,0,0,512,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,215512
17.3,4,8,8,3.2,0,1000,256,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,149160
15.6,1,10,4,2.1,0,500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,30536
12.3,10,16,16,1.1,1,0,512,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,193512
14.0,9,16,24,1.32,0,0,512,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,209616
15.6,4,15,4,2.0,0,0,256,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,49192
17.3,3,3,8,2.8,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,45672
15.6,4,15,4,2.2,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,65912
12.5,4,15,8,1.36,0,0,256,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,125752
15.6,4,12,4,2.2,0,0,128,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,30712
15.6,4,16,8,2.2,0,1000,128,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,96712
14.0,4,15,8,1.64,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,103752
15.6,1,15,4,2.4,0,500,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,38878
15.6,4,13,8,2.23,0,1000,0,0,64,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,175384
15.6,4,15,8,2.2,0,0,256,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,90441
13.5,8,16,16,1.25,1,0,512,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,227832
15.6,1,15,8,1.91,0,0,128,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,51832
15.6,4,16,16,2.17,0,0,256,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,173800
15.6,4,16,8,2.31,0,0,512,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,134992
14.0,4,15,8,1.65,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,118360
15.6,4,16,8,2.36,0,1000,128,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,86152
11.6,1,12,4,1.47,1,500,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,42152
17.3,4,16,8,4.42,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,180048
13.5,8,11,4,1.25,1,0,128,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,87032
13.5,8,16,8,1.25,1,0,256,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,158312
17.3,3,14,8,2.5,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,56311
15.6,4,14,4,2.23,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,47872
11.6,1,10,4,1.4,0,0,128,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,38280
15.6,4,15,8,2.37,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,65912
14.0,4,16,8,1.5,0,0,512,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,70312
15.6,4,16,8,2.67,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,183920
15.6,1,12,4,2.0,0,500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,26752
15.6,1,14,4,2.2,0,500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,41272
15.6,4,15,8,2.02,0,2000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,66792
17.3,4,16,12,3.78,0,1000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,149512
14.0,9,16,12,1.4,0,0,256,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,163504
13.3,14,16,8,1.29,1,0,512,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,175912
15.6,4,15,8,1.9,0,500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,101552
12.3,10,15,8,1.1,1,0,128,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,112200
13.3,4,15,8,1.42,1,0,256,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,162083
15.6,14,16,12,2.06,0,1000,128,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,114312
14.0,1,14,8,1.79,0,0,128,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,65120
15.6,4,16,8,1.78,0,0,256,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,211904
14.0,4,15,8,1.7,0,0,180,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,120032
15.6,4,15,8,2.2,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,59400
13.3,4,15,8,1.05,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,147136
15.6,4,16,8,2.16,0,0,512,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,111056
